target_date,generated_at,rule_id,group_type,group_value,market,sample_rows,evaluated_rows,hit_rows,miss_rows,void_rows,pending_rows,hit_rate_pct,hit_or_void_rate_pct,miss_rate_pct,calibration_status,sample_warning,rule_bucket,rule_decision,rule_reason,future_rule_candidate,activation_permission,canonical_board_permission,pick_permission,stake_permission,auto_apply,production_change
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0045,SCORE_BUCKET,SCORE_55_69,API_DOUBLE_CHANCE,188,75,50,25,0,113,66.7,66.7,33.3,CALIBRATION_MEDIUM_OBSERVED_EDGE,MEDIUM_SAMPLE_UNDER_100,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_55_69 for API_DOUBLE_CHANCE needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0046,SCORE_BUCKET,SCORE_55_69,BTTS_YES,188,75,43,32,0,113,57.3,57.3,42.7,CALIBRATION_NEUTRAL,MEDIUM_SAMPLE_UNDER_100,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_55_69 for BTTS_YES needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0047,SCORE_BUCKET,SCORE_55_69,OVER_1_5,188,75,52,23,0,113,69.3,69.3,30.7,CALIBRATION_MEDIUM_OBSERVED_EDGE,MEDIUM_SAMPLE_UNDER_100,RULE_CANDIDATE_TOTAL_MARKET,FUTURE_RULE_REVIEW_ONLY,Over 1.5 hit_rate=69.3% meets total-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0048,SCORE_BUCKET,SCORE_55_69,OVER_2_5,188,75,38,37,0,113,50.7,50.7,49.3,CALIBRATION_NEUTRAL,MEDIUM_SAMPLE_UNDER_100,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET,BLOCK_OVER_2_5_PROMOTION,OVER_2_5 hit_rate=50.7% is weak/negative in current calibration.,NO_BLOCKED_MARKET,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0049,SCORE_BUCKET,SCORE_55_69,UNDER_3_5,188,75,54,21,0,113,72.0,72.0,28.0,CALIBRATION_MEDIUM_OBSERVED_EDGE,MEDIUM_SAMPLE_UNDER_100,RULE_CANDIDATE_TOTAL_MARKET,FUTURE_RULE_REVIEW_ONLY,Under 3.5 hit_rate=72.0% meets total-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0050,SCORE_BUCKET,SCORE_70_79,API_1X2,192,100,56,44,0,92,56.0,56.0,44.0,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET,BLOCK_ML_PROMOTION,API 1X2 hit_rate=56.0% is below the 60% minimum for any ML review.,NO_BLOCKED_MARKET,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0051,SCORE_BUCKET,SCORE_70_79,API_DNB,192,100,56,25,19,92,56.0,75.0,25.0,CALIBRATION_STRONG_PROTECTED_MARKET,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_PROTECTED_MARKET,FUTURE_RULE_REVIEW_ONLY,API DNB hit_or_void=75.0% and miss_rate=25.0% meet protected-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0052,SCORE_BUCKET,SCORE_70_79,API_DOUBLE_CHANCE,192,100,75,25,0,92,75.0,75.0,25.0,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_PROTECTED_MARKET,FUTURE_RULE_REVIEW_ONLY,API double chance hit_rate=75.0% meets protected-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0053,SCORE_BUCKET,SCORE_70_79,BTTS_YES,192,100,56,44,0,92,56.0,56.0,44.0,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_70_79 for BTTS_YES needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0054,SCORE_BUCKET,SCORE_70_79,OVER_1_5,192,100,79,21,0,92,79.0,79.0,21.0,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_TOTAL_MARKET,FUTURE_RULE_REVIEW_ONLY,Over 1.5 hit_rate=79.0% meets total-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0055,SCORE_BUCKET,SCORE_70_79,OVER_2_5,192,100,65,35,0,92,65.0,65.0,35.0,CALIBRATION_MEDIUM_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_70_79 for OVER_2_5 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0056,SCORE_BUCKET,SCORE_70_79,UNDER_3_5,192,100,53,47,0,92,53.0,53.0,47.0,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_70_79 for UNDER_3_5 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0057,SCORE_BUCKET,SCORE_80_89,API_1X2,74,29,13,16,0,44,44.8,44.8,55.2,CALIBRATION_WEAK_OR_NEGATIVE,LOW_SAMPLE_UNDER_50,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET,BLOCK_ML_PROMOTION,API 1X2 hit_rate=44.8% is below the 60% minimum for any ML review.,NO_BLOCKED_MARKET,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0058,SCORE_BUCKET,SCORE_80_89,API_DNB,74,29,13,10,6,44,44.8,65.5,34.5,CALIBRATION_MEDIUM_PROTECTED_MARKET,LOW_SAMPLE_UNDER_50,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_80_89 for API_DNB needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0059,SCORE_BUCKET,SCORE_80_89,API_DOUBLE_CHANCE,74,29,19,10,0,44,65.5,65.5,34.5,CALIBRATION_MEDIUM_OBSERVED_EDGE,LOW_SAMPLE_UNDER_50,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_80_89 for API_DOUBLE_CHANCE needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0060,SCORE_BUCKET,SCORE_80_89,BTTS_YES,74,30,15,15,0,44,50.0,50.0,50.0,CALIBRATION_NEUTRAL,LOW_SAMPLE_UNDER_50,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET,BLOCK_BTTS_YES_PROMOTION,BTTS_YES hit_rate=50.0% is weak/negative in current calibration.,NO_BLOCKED_MARKET,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0061,SCORE_BUCKET,SCORE_80_89,OVER_1_5,74,30,20,10,0,44,66.7,66.7,33.3,CALIBRATION_MEDIUM_OBSERVED_EDGE,LOW_SAMPLE_UNDER_50,RULE_CANDIDATE_TOTAL_MARKET_EARLY_SAMPLE,WATCH_ONLY_COLLECT_TO_50_SAMPLE,Over 1.5 hit_rate=66.7% but sample=30 is below 50.,YES_REVIEW_ONLY_AFTER_SAMPLE_GROWS,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0062,SCORE_BUCKET,SCORE_80_89,OVER_2_5,74,30,15,15,0,44,50.0,50.0,50.0,CALIBRATION_NEUTRAL,LOW_SAMPLE_UNDER_50,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET,BLOCK_OVER_2_5_PROMOTION,OVER_2_5 hit_rate=50.0% is weak/negative in current calibration.,NO_BLOCKED_MARKET,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0063,SCORE_BUCKET,SCORE_80_89,UNDER_3_5,74,30,19,11,0,44,63.3,63.3,36.7,CALIBRATION_NEUTRAL,LOW_SAMPLE_UNDER_50,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_80_89 for UNDER_3_5 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0064,SCORE_BUCKET,SCORE_90_PLUS,API_1X2,207,102,71,31,0,105,69.6,69.6,30.4,CALIBRATION_MEDIUM_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_90_PLUS for API_1X2 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0065,SCORE_BUCKET,SCORE_90_PLUS,API_DNB,207,102,71,16,15,105,69.6,84.3,15.7,CALIBRATION_STRONG_PROTECTED_MARKET,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_PROTECTED_MARKET,FUTURE_RULE_REVIEW_ONLY,API DNB hit_or_void=84.3% and miss_rate=15.7% meet protected-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0066,SCORE_BUCKET,SCORE_90_PLUS,API_DOUBLE_CHANCE,207,102,86,16,0,105,84.3,84.3,15.7,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_PROTECTED_MARKET,FUTURE_RULE_REVIEW_ONLY,API double chance hit_rate=84.3% meets protected-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0067,SCORE_BUCKET,SCORE_90_PLUS,BTTS_YES,207,102,50,52,0,105,49.0,49.0,51.0,CALIBRATION_WEAK_OR_NEGATIVE,SAMPLE_OK_100_PLUS,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET,BLOCK_BTTS_YES_PROMOTION,BTTS_YES hit_rate=49.0% is weak/negative in current calibration.,NO_BLOCKED_MARKET,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0068,SCORE_BUCKET,SCORE_90_PLUS,OVER_1_5,207,102,77,25,0,105,75.5,75.5,24.5,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_TOTAL_MARKET,FUTURE_RULE_REVIEW_ONLY,Over 1.5 hit_rate=75.5% meets total-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0069,SCORE_BUCKET,SCORE_90_PLUS,OVER_2_5,207,102,58,44,0,105,56.9,56.9,43.1,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_90_PLUS for OVER_2_5 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0070,SCORE_BUCKET,SCORE_90_PLUS,UNDER_3_5,207,102,71,31,0,105,69.6,69.6,30.4,CALIBRATION_MEDIUM_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SCORE_BUCKET=SCORE_90_PLUS for UNDER_3_5 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0071,SIGNAL_BAND,HIGH_SIGNAL_REVIEW,API_1X2,315,144,89,55,0,170,61.8,61.8,38.2,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SIGNAL_BAND=HIGH_SIGNAL_REVIEW for API_1X2 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0072,SIGNAL_BAND,HIGH_SIGNAL_REVIEW,API_DNB,315,144,89,31,24,170,61.8,78.5,21.5,CALIBRATION_STRONG_PROTECTED_MARKET,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_PROTECTED_MARKET,FUTURE_RULE_REVIEW_ONLY,API DNB hit_or_void=78.5% and miss_rate=21.5% meet protected-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0073,SIGNAL_BAND,HIGH_SIGNAL_REVIEW,API_DOUBLE_CHANCE,315,144,113,31,0,170,78.5,78.5,21.5,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_PROTECTED_MARKET,FUTURE_RULE_REVIEW_ONLY,API double chance hit_rate=78.5% meets protected-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0074,SIGNAL_BAND,HIGH_SIGNAL_REVIEW,BTTS_YES,315,145,71,74,0,170,49.0,49.0,51.0,CALIBRATION_WEAK_OR_NEGATIVE,SAMPLE_OK_100_PLUS,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET,BLOCK_BTTS_YES_PROMOTION,BTTS_YES hit_rate=49.0% is weak/negative in current calibration.,NO_BLOCKED_MARKET,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0075,SIGNAL_BAND,HIGH_SIGNAL_REVIEW,OVER_1_5,315,145,105,40,0,170,72.4,72.4,27.6,CALIBRATION_MEDIUM_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_TOTAL_MARKET,FUTURE_RULE_REVIEW_ONLY,Over 1.5 hit_rate=72.4% meets total-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0076,SIGNAL_BAND,HIGH_SIGNAL_REVIEW,OVER_2_5,315,145,80,65,0,170,55.2,55.2,44.8,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SIGNAL_BAND=HIGH_SIGNAL_REVIEW for OVER_2_5 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0077,SIGNAL_BAND,HIGH_SIGNAL_REVIEW,UNDER_3_5,315,145,97,48,0,170,66.9,66.9,33.1,CALIBRATION_MEDIUM_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SIGNAL_BAND=HIGH_SIGNAL_REVIEW for UNDER_3_5 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0078,SIGNAL_BAND,MEDIUM_SIGNAL_REVIEW,API_1X2,346,162,81,81,0,184,50.0,50.0,50.0,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET,BLOCK_ML_PROMOTION,API 1X2 hit_rate=50.0% is below the 60% minimum for any ML review.,NO_BLOCKED_MARKET,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0079,SIGNAL_BAND,MEDIUM_SIGNAL_REVIEW,API_DNB,346,162,81,45,36,184,50.0,72.2,27.8,CALIBRATION_MEDIUM_PROTECTED_MARKET,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SIGNAL_BAND=MEDIUM_SIGNAL_REVIEW for API_DNB needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0080,SIGNAL_BAND,MEDIUM_SIGNAL_REVIEW,API_DOUBLE_CHANCE,346,162,117,45,0,184,72.2,72.2,27.8,CALIBRATION_MEDIUM_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SIGNAL_BAND=MEDIUM_SIGNAL_REVIEW for API_DOUBLE_CHANCE needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0081,SIGNAL_BAND,MEDIUM_SIGNAL_REVIEW,BTTS_YES,346,162,93,69,0,184,57.4,57.4,42.6,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SIGNAL_BAND=MEDIUM_SIGNAL_REVIEW for BTTS_YES needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0082,SIGNAL_BAND,MEDIUM_SIGNAL_REVIEW,OVER_1_5,346,162,123,39,0,184,75.9,75.9,24.1,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,RULE_CANDIDATE_TOTAL_MARKET,FUTURE_RULE_REVIEW_ONLY,Over 1.5 hit_rate=75.9% meets total-market threshold.,YES_REVIEW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0083,SIGNAL_BAND,MEDIUM_SIGNAL_REVIEW,OVER_2_5,346,162,96,66,0,184,59.3,59.3,40.7,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SIGNAL_BAND=MEDIUM_SIGNAL_REVIEW for OVER_2_5 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-19,2026-07-19T10:27:42+01:00,API_CAL_RULE_0084,SIGNAL_BAND,MEDIUM_SIGNAL_REVIEW,UNDER_3_5,346,162,100,62,0,184,61.7,61.7,38.3,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,RULE_OBSERVE_ONLY_SEGMENT,OBSERVE_MORE_SEGMENT,Segment SIGNAL_BAND=MEDIUM_SIGNAL_REVIEW for UNDER_3_5 needs more sample before rule review.,NO_SEGMENT_SAMPLE_TOO_SMALL,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
